X--Trace 1::[I(Q3[IC])],Y--Trace 1::[I(Q3[IC])]
3,0.000199527
3.01,0.000199527
3.02,0.000199527
3.03,0.000199527
3.04,0.000199528
3.05,0.000199528
3.06,0.000199528
3.07,0.000199528
3.08,0.000199528
3.09,0.000199528
3.1,0.000199528
3.11,0.000199528
3.12,0.000199528
3.13,0.000199529
3.14,0.000199529
3.15,0.000199529
3.16,0.000199529
3.17,0.000199529
3.18,0.000199529
3.19,0.000199529
3.2,0.000199529
3.21,0.000199529
3.22,0.00019953
3.23,0.00019953
3.24,0.00019953
3.25,0.00019953
3.26,0.00019953
3.27,0.00019953
3.28,0.00019953
3.29,0.00019953
3.3,0.00019953
3.31,0.000199531
3.32,0.000199531
3.33,0.000199531
3.34,0.000199531
3.35,0.000199531
3.36,0.000199531
3.37,0.000199531
3.38,0.000199531
3.39,0.000199531
3.4,0.000199532
3.41,0.000199532
3.42,0.000199532
3.43,0.000199532
3.44,0.000199532
3.45,0.000199532
3.46,0.000199532
3.47,0.000199532
3.48,0.000199532
3.49,0.000199533
3.5,0.000199533
3.51,0.000199533
3.52,0.000199533
3.53,0.000199533
3.54,0.000199533
3.55,0.000199533
3.56,0.000199533
3.57,0.000199533
3.58,0.000199534
3.59,0.000199534
3.6,0.000199534
3.61,0.000199534
3.62,0.000199534
3.63,0.000199534
3.64,0.000199534
3.65,0.000199534
3.66,0.000199534
3.67,0.000199535
3.68,0.000199535
3.69,0.000199535
3.7,0.000199535
3.71,0.000199535
3.72,0.000199535
3.73,0.000199535
3.74,0.000199535
3.75,0.000199535
3.76,0.000199536
3.77,0.000199536
3.78,0.000199536
3.79,0.000199536
3.8,0.000199536
3.81,0.000199536
3.82,0.000199536
3.83,0.000199536
3.84,0.000199536
3.85,0.000199537
3.86,0.000199537
3.87,0.000199537
3.88,0.000199537
3.89,0.000199537
3.9,0.000199537
3.91,0.000199537
3.92,0.000199537
3.93,0.000199537
3.94,0.000199538
3.95,0.000199538
3.96,0.000199538
3.97,0.000199538
3.98,0.000199538
3.99,0.000199538
4,0.000199538
4.01,0.000199538
4.02,0.000199538
4.03,0.000199538
4.04,0.000199539
4.05,0.000199539
4.06,0.000199539
4.07,0.000199539
4.08,0.000199539
4.09,0.000199539
4.1,0.000199539
4.11,0.000199539
4.12,0.000199539
4.13,0.00019954
4.14,0.00019954
4.15,0.00019954
4.16,0.00019954
4.17,0.00019954
4.18,0.00019954
4.19,0.00019954
4.2,0.00019954
4.21,0.00019954
4.22,0.000199541
4.23,0.000199541
4.24,0.000199541
4.25,0.000199541
4.26,0.000199541
4.27,0.000199541
4.28,0.000199541
4.29,0.000199541
4.3,0.000199541
4.31,0.000199542
4.32,0.000199542
4.33,0.000199542
4.34,0.000199542
4.35,0.000199542
4.36,0.000199542
4.37,0.000199542
4.38,0.000199542
4.39,0.000199542
4.4,0.000199542
4.41,0.000199543
4.42,0.000199543
4.43,0.000199543
4.44,0.000199543
4.45,0.000199543
4.46,0.000199543
4.47,0.000199543
4.48,0.000199543
4.49,0.000199543
4.5,0.000199544
4.51,0.000199544
4.52,0.000199544
4.53,0.000199544
4.54,0.000199544
4.55,0.000199544
4.56,0.000199544
4.57,0.000199544
4.58,0.000199544
4.59,0.000199545
4.6,0.000199545
4.61,0.000199545
4.62,0.000199545
4.63,0.000199545
4.64,0.000199545
4.65,0.000199545
4.66,0.000199545
4.67,0.000199545
4.68,0.000199545
4.69,0.000199546
4.7,0.000199546
4.71,0.000199546
4.72,0.000199546
4.73,0.000199546
4.74,0.000199546
4.75,0.000199546
4.76,0.000199546
4.77,0.000199546
4.78,0.000199547
4.79,0.000199547
4.8,0.000199547
4.81,0.000199547
4.82,0.000199547
4.83,0.000199547
4.84,0.000199547
4.85,0.000199547
4.86,0.000199547
4.87,0.000199548
4.88,0.000199548
4.89,0.000199548
4.9,0.000199548
4.91,0.000199548
4.92,0.000199548
4.93,0.000199548
4.94,0.000199548
4.95,0.000199548
4.96,0.000199548
4.97,0.000199549
4.98,0.000199549
4.99,0.000199549
5,0.000199549
5.01,0.000199549
5.02,0.000199549
5.03,0.000199549
5.04,0.000199549
5.05,0.000199549
5.06,0.00019955
5.07,0.00019955
5.08,0.00019955
5.09,0.00019955
5.1,0.00019955
5.11,0.00019955
5.12,0.00019955
5.13,0.00019955
5.14,0.00019955
5.15,0.00019955
5.16,0.000199551
5.17,0.000199551
5.18,0.000199551
5.19,0.000199551
5.2,0.000199551
5.21,0.000199551
5.22,0.000199551
5.23,0.000199551
5.24,0.000199551
5.25,0.000199552
5.26,0.000199552
5.27,0.000199552
5.28,0.000199552
5.29,0.000199552
5.3,0.000199552
5.31,0.000199552
5.32,0.000199552
5.33,0.000199552
5.34,0.000199552
5.35,0.000199553
5.36,0.000199553
5.37,0.000199553
5.38,0.000199553
5.39,0.000199553
5.4,0.000199553
5.41,0.000199553
5.42,0.000199553
5.43,0.000199553
5.44,0.000199554
5.45,0.000199554
5.46,0.000199554
5.47,0.000199554
5.48,0.000199554
5.49,0.000199554
5.5,0.000199554
5.51,0.000199554
5.52,0.000199554
5.53,0.000199554
5.54,0.000199555
5.55,0.000199555
5.56,0.000199555
5.57,0.000199555
5.58,0.000199555
5.59,0.000199555
5.6,0.000199555
5.61,0.000199555
5.62,0.000199555
5.63,0.000199556
5.64,0.000199556
5.65,0.000199556
5.66,0.000199556
5.67,0.000199556
5.68,0.000199556
5.69,0.000199556
5.7,0.000199556
5.71,0.000199556
5.72,0.000199556
5.73,0.000199557
5.74,0.000199557
5.75,0.000199557
5.76,0.000199557
5.77,0.000199557
5.78,0.000199557
5.79,0.000199557
5.8,0.000199557
5.81,0.000199557
5.82,0.000199558
5.83,0.000199558
5.84,0.000199558
5.85,0.000199558
5.86,0.000199558
5.87,0.000199558
5.88,0.000199558
5.89,0.000199558
5.9,0.000199558
5.91,0.000199558
5.92,0.000199559
5.93,0.000199559
5.94,0.000199559
5.95,0.000199559
5.96,0.000199559
5.97,0.000199559
5.98,0.000199559
5.99,0.000199559
6,0.000199559
6.01,0.000199559
6.02,0.00019956
6.03,0.00019956
6.04,0.00019956
6.05,0.00019956
6.06,0.00019956
6.07,0.00019956
6.08,0.00019956
6.09,0.00019956
6.1,0.00019956
6.11,0.000199561
6.12,0.000199561
6.13,0.000199561
6.14,0.000199561
6.15,0.000199561
6.16,0.000199561
6.17,0.000199561
6.18,0.000199561
6.19,0.000199561
6.2,0.000199561
6.21,0.000199562
6.22,0.000199562
6.23,0.000199562
6.24,0.000199562
6.25,0.000199562
6.26,0.000199562
6.27,0.000199562
6.28,0.000199562
6.29,0.000199562
6.3,0.000199562
6.31,0.000199563
6.32,0.000199563
6.33,0.000199563
6.34,0.000199563
6.35,0.000199563
6.36,0.000199563
6.37,0.000199563
6.38,0.000199563
6.39,0.000199563
6.4,0.000199564
6.41,0.000199564
6.42,0.000199564
6.43,0.000199564
6.44,0.000199564
6.45,0.000199564
6.46,0.000199564
6.47,0.000199564
6.48,0.000199564
6.49,0.000199564
6.5,0.000199565
6.51,0.000199565
6.52,0.000199565
6.53,0.000199565
6.54,0.000199565
6.55,0.000199565
6.56,0.000199565
6.57,0.000199565
6.58,0.000199565
6.59,0.000199565
6.6,0.000199566
6.61,0.000199566
6.62,0.000199566
6.63,0.000199566
6.64,0.000199566
6.65,0.000199566
6.66,0.000199566
6.67,0.000199566
6.68,0.000199566
6.69,0.000199566
6.7,0.000199567
6.71,0.000199567
6.72,0.000199567
6.73,0.000199567
6.74,0.000199567
6.75,0.000199567
6.76,0.000199567
6.77,0.000199567
6.78,0.000199567
6.79,0.000199568
6.8,0.000199568
6.81,0.000199568
6.82,0.000199568
6.83,0.000199568
6.84,0.000199568
6.85,0.000199568
6.86,0.000199568
6.87,0.000199568
6.88,0.000199568
6.89,0.000199569
6.9,0.000199569
6.91,0.000199569
6.92,0.000199569
6.93,0.000199569
6.94,0.000199569
6.95,0.000199569
6.96,0.000199569
6.97,0.000199569
6.98,0.000199569
6.99,0.00019957
7,0.00019957
7.01,0.00019957
7.02,0.00019957
7.03,0.00019957
7.04,0.00019957
7.05,0.00019957
7.06,0.00019957
7.07,0.00019957
7.08,0.00019957
7.09,0.000199571
7.1,0.000199571
7.11,0.000199571
7.12,0.000199571
7.13,0.000199571
7.14,0.000199571
7.15,0.000199571
7.16,0.000199571
7.17,0.000199571
7.18,0.000199571
7.19,0.000199572
7.2,0.000199572
7.21,0.000199572
7.22,0.000199572
7.23,0.000199572
7.24,0.000199572
7.25,0.000199572
7.26,0.000199572
7.27,0.000199572
7.28,0.000199572
7.29,0.000199573
7.3,0.000199573
7.31,0.000199573
7.32,0.000199573
7.33,0.000199573
7.34,0.000199573
7.35,0.000199573
7.36,0.000199573
7.37,0.000199573
7.38,0.000199573
7.39,0.000199574
7.4,0.000199574
7.41,0.000199574
7.42,0.000199574
7.43,0.000199574
7.44,0.000199574
7.45,0.000199574
7.46,0.000199574
7.47,0.000199574
7.48,0.000199574
7.49,0.000199575
7.5,0.000199575
7.51,0.000199575
7.52,0.000199575
7.53,0.000199575
7.54,0.000199575
7.55,0.000199575
7.56,0.000199575
7.57,0.000199575
7.58,0.000199575
7.59,0.000199576
7.6,0.000199576
7.61,0.000199576
7.62,0.000199576
7.63,0.000199576
7.64,0.000199576
7.65,0.000199576
7.66,0.000199576
7.67,0.000199576
7.68,0.000199576
7.69,0.000199577
7.7,0.000199577
7.71,0.000199577
7.72,0.000199577
7.73,0.000199577
7.74,0.000199577
7.75,0.000199577
7.76,0.000199577
7.77,0.000199577
7.78,0.000199577
7.79,0.000199578
7.8,0.000199578
7.81,0.000199578
7.82,0.000199578
7.83,0.000199578
7.84,0.000199578
7.85,0.000199578
7.86,0.000199578
7.87,0.000199578
7.88,0.000199578
7.89,0.000199579
7.9,0.000199579
7.91,0.000199579
7.92,0.000199579
7.93,0.000199579
7.94,0.000199579
7.95,0.000199579
7.96,0.000199579
7.97,0.000199579
7.98,0.000199579
7.99,0.00019958
8,0.00019958
8.01,0.00019958
8.02,0.00019958
8.03,0.00019958
8.04,0.00019958
8.05,0.00019958
8.06,0.00019958
8.07,0.00019958
8.08,0.00019958
8.09,0.000199581
8.1,0.000199581
8.11,0.000199581
8.12,0.000199581
8.13,0.000199581
8.14,0.000199581
8.15,0.000199581
8.16,0.000199581
8.17,0.000199581
8.18,0.000199581
8.19,0.000199582
8.2,0.000199582
8.21,0.000199582
8.22,0.000199582
8.23,0.000199582
8.24,0.000199582
8.25,0.000199582
8.26,0.000199582
8.27,0.000199582
8.28,0.000199582
8.29,0.000199583
8.3,0.000199583
8.31,0.000199583
8.32,0.000199583
8.33,0.000199583
8.34,0.000199583
8.35,0.000199583
8.36,0.000199583
8.37,0.000199583
8.38,0.000199583
8.39,0.000199584
8.4,0.000199584
8.41,0.000199584
8.42,0.000199584
8.43,0.000199584
8.44,0.000199584
8.45,0.000199584
8.46,0.000199584
8.47,0.000199584
8.48,0.000199584
8.49,0.000199585
8.5,0.000199585
8.51,0.000199585
8.52,0.000199585
8.53,0.000199585
8.54,0.000199585
8.55,0.000199585
8.56,0.000199585
8.57,0.000199585
8.58,0.000199585
8.59,0.000199585
8.6,0.000199586
8.61,0.000199586
8.62,0.000199586
8.63,0.000199586
8.64,0.000199586
8.65,0.000199586
8.66,0.000199586
8.67,0.000199586
8.68,0.000199586
8.69,0.000199586
8.7,0.000199587
8.71,0.000199587
8.72,0.000199587
8.73,0.000199587
8.74,0.000199587
8.75,0.000199587
8.76,0.000199587
8.77,0.000199587
8.78,0.000199587
8.79,0.000199587
8.8,0.000199588
8.81,0.000199588
8.82,0.000199588
8.83,0.000199588
8.84,0.000199588
8.85,0.000199588
8.86,0.000199588
8.87,0.000199588
8.88,0.000199588
8.89,0.000199588
8.9,0.000199589
8.91,0.000199589
8.92,0.000199589
8.93,0.000199589
8.94,0.000199589
8.95,0.000199589
8.96,0.000199589
8.97,0.000199589
8.98,0.000199589
8.99,0.000199589
9,0.000199589
9.01,0.00019959
9.02,0.00019959
9.03,0.00019959
9.04,0.00019959
9.05,0.00019959
9.06,0.00019959
9.07,0.00019959
9.08,0.00019959
9.09,0.00019959
9.1,0.00019959
9.11,0.000199591
9.12,0.000199591
9.13,0.000199591
9.14,0.000199591
9.15,0.000199591
9.16,0.000199591
9.17,0.000199591
9.18,0.000199591
9.19,0.000199591
9.2,0.000199591
9.21,0.000199592
9.22,0.000199592
9.23,0.000199592
9.24,0.000199592
9.25,0.000199592
9.26,0.000199592
9.27,0.000199592
9.28,0.000199592
9.29,0.000199592
9.3,0.000199592
9.31,0.000199592
9.32,0.000199593
9.33,0.000199593
9.34,0.000199593
9.35,0.000199593
9.36,0.000199593
9.37,0.000199593
9.38,0.000199593
9.39,0.000199593
9.4,0.000199593
9.41,0.000199593
9.42,0.000199594
9.43,0.000199594
9.44,0.000199594
9.45,0.000199594
9.46,0.000199594
9.47,0.000199594
9.48,0.000199594
9.49,0.000199594
9.5,0.000199594
9.51,0.000199594
9.52,0.000199594
9.53,0.000199595
9.54,0.000199595
9.55,0.000199595
9.56,0.000199595
9.57,0.000199595
9.58,0.000199595
9.59,0.000199595
9.6,0.000199595
9.61,0.000199595
9.62,0.000199595
9.63,0.000199596
9.64,0.000199596
9.65,0.000199596
9.66,0.000199596
9.67,0.000199596
9.68,0.000199596
9.69,0.000199596
9.7,0.000199596
9.71,0.000199596
9.72,0.000199596
9.73,0.000199597
9.74,0.000199597
9.75,0.000199597
9.76,0.000199597
9.77,0.000199597
9.78,0.000199597
9.79,0.000199597
9.8,0.000199597
9.81,0.000199597
9.82,0.000199597
9.83,0.000199597
9.84,0.000199598
9.85,0.000199598
9.86,0.000199598
9.87,0.000199598
9.88,0.000199598
9.89,0.000199598
9.9,0.000199598
9.91,0.000199598
9.92,0.000199598
9.93,0.000199598
9.94,0.000199599
9.95,0.000199599
9.96,0.000199599
9.97,0.000199599
9.98,0.000199599
9.99,0.000199599
10,0.000199599
